19480101,4,189
19480102,4,39
19480103,4,111
19480104,4,128
19480105,4,83
19480106,4,139
19480107,4,122
19480108,4,161
19480109,4,172
19480110,4,100
19480111,4,100
19480112,4,128
19480113,4,128
19480114,4,-22
19480115,4,56
19480116,4,100
19480117,4,22
19480118,4,39
19480119,4,78
19480120,4,61
19480121,4,78
19480122,4,100
19480123,4,44
19480124,4,0
19480125,4,28
19480126,4,50
19480127,4,28
19480128,4,-11
19480129,4,50
19480130,4,28
19480131,4,33
19480101,5,33
19480102,5,0
19480103,5,-56
19480104,5,-28
19480105,5,-6
19480106,5,-33
19480107,5,-56
19480108,5,-61
19480109,5,0
19480110,5,-11
19480111,5,-67
19480112,5,22
19480113,5,-17
19480114,5,-117
19480115,5,-139
19480116,5,-89
19480117,5,-61
19480118,5,-89
19480119,5,-89
19480120,5,-33
19480121,5,28
19480122,5,-11
19480123,5,-44
19480124,5,-100
19480125,5,-94
19480126,5,-111
19480127,5,-17
19480128,5,-44
19480129,5,-17
19480130,5,6
19480131,5,-6
19480101,1,97
19480102,1,0
19480103,1,0
19480104,1,0
19480105,1,0
19480106,1,0
19480107,1,0
19480108,1,0
19480109,1,0
19480110,1,0
19480111,1,0
19480112,1,76
19480113,1,0
19480114,1,0
19480115,1,0
19480116,1,0
19480117,1,0
19480118,1,0
19480119,1,0
19480120,1,0
19480121,1,53
19480122,1,0
19480123,1,79
19480124,1,81
19480125,1,0
19480126,1,5
19480127,1,74
19480128,1,0
19480129,1,5
19480130,1,178
19480131,1,23
19480101,2,0
19480102,2,0
19480103,2,0
19480104,2,0
19480105,2,0
19480106,2,0
19480107,2,0
19480108,2,0
19480109,2,0
19480110,2,0
19480111,2,0
19480112,2,0
19480113,2,0
19480114,2,0
19480115,2,0
19480116,2,0
19480117,2,0
19480118,2,0
19480119,2,0
19480120,2,0
19480121,2,0
19480122,2,0
19480123,2,76
19480124,2,20
19480125,2,0
19480126,2,0
19480127,2,0
19480128,2,0
19480129,2,0
19480130,2,0
19480131,2,0
19480101,3,0
19480102,3,0
19480103,3,0
19480104,3,0
19480105,3,0
19480106,3,0
19480107,3,0
19480108,3,0
19480109,3,0
19480110,3,0
19480111,3,0
19480112,3,0
19480113,3,0
19480114,3,0
19480115,3,0
19480116,3,0
19480117,3,0
19480118,3,0
19480119,3,0
19480120,3,0
19480121,3,0
19480122,3,0
19480123,3,508
19480124,3,51
19480125,3,51
19480126,3,25
19480127,3,0
19480128,3,0
19480129,3,0
19480130,3,0
19480131,3,0
19480101,WT01,1
19480109,WT01,1
19480112,WT01,1
19480113,WT01,1
19480117,WT01,1
19480121,WT01,1
19480122,WT01,1
19480126,WT01,1
19480127,WT01,1
19480128,WT01,1
19480129,WT01,1
19480130,WT01,1
19480131,WT01,1
19480113,WT03,1
19480119,WT04,1
19480120,WT04,1
19480123,WT04,1
19480124,WT04,1
19480128,WT04,1
19480131,WT04,1
19480104,WT08,1
19480106,WT08,1
19480108,WT08,1
19480109,WT08,1
19480111,WT08,1
19480115,WT08,1
19480117,WT08,1
19480118,WT08,1
19480119,WT08,1
19480120,WT08,1
19480121,WT08,1
19480122,WT08,1
19480125,WT08,1
19480126,WT08,1
19480127,WT08,1
19480128,WT08,1
19480129,WT08,1
19480101,WT16,1
19480109,WT16,1
19480112,WT16,1
19480113,WT16,1
19480119,WT16,1
19480120,WT16,1
19480121,WT16,1
19480123,WT16,1
19480124,WT16,1
19480126,WT16,1
19480127,WT16,1
19480128,WT16,1
19480129,WT16,1
19480130,WT16,1
19480131,WT16,1
19480113,WT18,1
19480114,WT18,1
19480117,WT18,1
19480123,WT18,1
19480124,WT18,1
19480131,WT18,1
19480201,4,67
19480202,4,72
19480203,4,139
19480204,4,111
19480205,4,94
19480206,4,144
19480207,4,89
19480208,4,83
19480209,4,28
19480210,4,44
19480211,4,33
19480212,4,111
